trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,trt_aspect_ratio,trt_genre
<4,longa_metragem,english,USA,G,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
5,longa_metragem,english,Germany,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,PG,Widescreen Television,Adventure
5,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,G,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,english,USA,G,American Widescreen,Animation
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,other,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,Germany,PG,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,Australia,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,France,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,other,France,G,Anamorphic Projection,Documentary
<4,longa_metragem,english,UK,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,Canada,PG-13,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,PG-13,American Widescreen,Biography
8-10,longa_metragem,english,USA,G,European Widescreen,Adventure
5,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Animation
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,France,PG,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Sci-Fi
<4,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,Japan,PG,American Widescreen,Animation
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,70mm Frame,Horror
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Cinemarama,Comedy
6-7,longa_metragem,english,France,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Animation
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,France,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,G,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Fantasy
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Animation
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,PG-13,Early Widescreen,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,UK,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Early Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
<4,longa_metragem,english,UK,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG,American Widescreen,Animation
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Spain,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,UK,PG-13,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Early Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,G,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,R,European Widescreen,Drama
5,longa_metragem,english,USA,PG,Cinemarama,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,France,R,Anamorphic Projection,Comedy
5,longa_metragem,english,Germany,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,France,R,American Widescreen,Comedy
5,longa_metragem,english,Australia,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Crime
<4,longa_metragem,english,Canada,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,Hong Kong,PG,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,other,China,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,France,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Cinemarama,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Crime
5,longa_metragem,english,USA,G,American Widescreen,Adventure
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Documentary
